D#COD_IBGE,cS#UF,cS#REGIAO,C#IDHM_RENDA_2000,C#PERCAPITA,D#POPULAÇÃO,cS#PERIODICIDADE DAS SESSÕES,D#PROJETOS DE LEI APRESENTADOS
2806909,BA,NORDESTE, 0.53,3587.59,28841,SEMANAL,3
3101003,RR,NORTE, 0.53,3593.62,9326,QUINZENAL,5
2908408,MG,SUDESTE, 0.53,3676.98,5298,QUINZENAL,1
2305357,AM,NORTE, 0.53,3854.59,26959,SEMANAL,8
3171071,RN,NORDESTE, 0.53,4029.2,3302,,0
2513943,BA,NORDESTE, 0.53,4069.88,61942,SEMANAL,9
2909901,PI,NORDESTE, 0.53,4116.49,17011,SEMANAL,6
1400159,PE,NORDESTE, 0.53,4147.91,57341,SEMANAL,4
3120151,SE,NORDESTE, 0.53,4165.46,18593,SEMANAL,0
1300706,BA,NORDESTE, 0.53,4536.05,17165,SEMANAL,5
2413201,BA,NORDESTE, 0.53,4551.64,8580,SEMANAL,0
2906006,GO,CENTRO-OESTE, 0.53,4762.73,6892,MENSAL,0
2211209,GO,CENTRO-OESTE, 0.53,4811.89,3789,SEMANAL,1
2605202,MA,NORDESTE, 0.53,5047.34,10174,QUINZENAL,7
2804409,PA,NORTE, 0.53,5292.3,41817,SEMANAL,8
2911600,AP,NORTE, 0.53,5796.98,2286,SEMANAL,5
2915403,TO,NORTE, 0.53,6072.38,5193,SEMESTRAL,5
5213509,SE,NORDESTE, 0.53,6330.4,15454,,0
5213772,MT,CENTRO-OESTE, 0.53,6541.82,4707,,
2100501,RN,NORDESTE, 0.53,7159.32,11323,SEMANAL,0
1505064,SE,NORDESTE, 0.53,83251.8,17754,QUINZENAL,0
1600550,BA,NORDESTE, 0.53,8598.35,30583,SEMANAL,8
1713601,MG,SUDESTE, 0.53,9767.88,12979,,7
2804003,MG,SUDESTE, 0.53,,17475,MENSAL,1
5106851,PB,NORDESTE, 0.53,,2800,QUINZENAL,2
2401206,AL,NORDESTE, 0.53,,58620,SEMANAL,0
2909307,CE,NORDESTE, 0.53,,41093,SEMANAL,4
2801207,MG,SUDESTE, 0.53,,4696,SEMANAL,0
3106507,RN,NORDESTE, 0.53,,8149,SEMANAL,
3112703,BA,NORDESTE, 0.54,6528,22511,SEMANAL,3
2506509,MG,SUDESTE, 0.54,11891,5408,MENSAL,0
2311306,PB,NORDESTE, 0.54,10415.18,16413,SEMANAL,2
2929602,MA,NORDESTE, 0.54,1315.33,14866,SEMANAL,0
2106326,MA,NORDESTE, 0.54,1325.56,16123,SEMANAL,0
2106755,MA,NORDESTE, 0.54,1354.55,23182,SEMANAL,13
2111102,CE,NORDESTE, 0.54,1459.97,25262,SEMANAL,4
2305605,MA,NORDESTE, 0.54,1483.67,40405,SEMANAL,9
2105708,BA,NORDESTE, 0.54,1494.84,17031,SEMANAL,
2930766,AL,NORDESTE, 0.54,1603.28,15145,SEMANAL,4
2704807,MA,NORDESTE, 0.54,1612.28,78147,SEMANAL,16
2101608,CE,NORDESTE, 0.54,1674.03,39078,QUINZENAL,2
2305803,BA,NORDESTE, 0.54,1714.82,12067,SEMANAL,1
2921302,PI,NORDESTE, 0.54,1725.96,10230,,
2206605,BA,NORDESTE, 0.54,1752.33,14285,,
2907905,PI,NORDESTE, 0.54,1752.63,4713,BIMESTRAL,
2200277,BA,NORDESTE, 0.54,1753.49,10051,SEMANAL,0
2918605,CE,NORDESTE, 0.54,1770.3,32586,SEMANAL,15
2308401,SE,NORDESTE, 0.54,17875.56,14556,SEMANAL,4
2101202,MA,NORDESTE, 0.54,1893.07,91823,SEMANAL,10
2903508,BA,NORDESTE, 0.54,1899.51,17655,SEMANAL,
2927903,BA,NORDESTE, 0.54,1910.89,11027,SEMANAL,3
2902807,BA,NORDESTE, 0.54,1929.47,24440,SEMANAL,0
2209104,PI,NORDESTE, 0.54,1935.35,5776,SEMANAL,50
2504603,CE,NORDESTE, 0.54,2035.4,12066,SEMANAL,1
3108800,PI,NORDESTE, 0.54,2035.84,18371,SEMANAL,0
2803302,BA,NORDESTE, 0.54,2065.28,8976,SEMANAL,0
2304459,PE,NORDESTE, 0.54,2083.3,18857,SEMANAL,2
2202307,PI,NORDESTE, 0.54,2090.05,6868,QUINZENAL,2
2933406,BA,NORDESTE, 0.54,2113.57,14557,SEMANAL,
2605400,RN,NORDESTE, 0.54,2127.28,2650,SEMANAL,33
2200251,CE,NORDESTE, 0.54,2138.75,29217,QUINZENAL,87
2913408,BA,NORDESTE, 0.54,2154.29,20228,SEMANAL,7
2403756,TO,NORTE, 0.54,2159.65,3057,SEMANAL,0
2306256,PB,NORDESTE, 0.54,2201.46,30658,SEMANAL,4
2929107,AM,NORTE, 0.54,2206.1,40036,QUINZENAL,11
1715101,BA,NORDESTE, 0.54,2212.71,41261,SEMANAL,2
2516003,PA,NORTE, 0.54,2264.85,11406,SEMANAL,
1302900,TO,NORTE, 0.54,2267.79,4574,MENSAL,1
2928109,BA,NORDESTE, 0.54,2278.39,14059,SEMANAL,
1505007,PE,NORDESTE, 0.54,2287.6,14957,SEMANAL,1
1717800,BA,NORDESTE, 0.54,2294.97,12010,SEMANAL,0
2901601,BA,NORDESTE, 0.54,2296.75,13935,SEMANAL,5
2616209,AL,NORDESTE, 0.54,2310.27,5720,SEMANAL,0
2926905,PE,NORDESTE, 0.54,2324.59,22383,SEMANAL,0
2926707,RN,NORDESTE, 0.54,2357.64,4092,QUINZENAL,0
2703403,PB,NORDESTE, 0.54,2363.17,15035,SEMANAL,15
2605004,SE,NORDESTE, 0.54,2403.52,43172,QUINZENAL,
2408706,BA,NORDESTE, 0.54,2405.45,23854,SEMANAL,12
2516300,BA,NORDESTE, 0.54,2406.86,19601,SEMANAL,0
2807402,MG,SUDESTE, 0.54,2418.53,12552,SEMANAL,11
2932200,RN,NORDESTE, 0.54,2426.67,9399,SEMANAL,10
2918803,RN,NORDESTE, 0.54,2438.1,5664,QUINZENAL,3
3142007,PB,NORDESTE, 0.54,2444.11,5894,SEMANAL,0
2406700,RN,NORDESTE, 0.54,2488.55,5271,SEMANAL,1
2403400,MG,SUDESTE, 0.54,2488.75,37890,MENSAL,37
2500775,MG,SUDESTE, 0.54,2505.55,3949,QUINZENAL,1
2404903,PB,NORDESTE, 0.54,2508.07,5692,SEMANAL,1
3152204,RN,NORDESTE, 0.54,2520.27,62424,QUINZENAL,1
3109253,RN,NORDESTE, 0.54,2522.43,8978,,4
2508802,PE,NORDESTE, 0.54,2537.4,31657,SEMANAL,12
2402600,MG,SUDESTE, 0.54,2553.29,14780,SEMANAL,1
2403806,CE,NORDESTE, 0.54,2583.66,11497,SEMANAL,0
2614105,MG,SUDESTE, 0.54,2588.08,7445,MENSAL,2
3152402,BA,NORDESTE, 0.54,2617.86,8502,SEMANAL,5
2312601,BA,NORDESTE, 0.54,2619.81,17514,SEMANAL,15
3149952,BA,NORDESTE, 0.54,2624.39,36257,,3
2923035,RN,NORDESTE, 0.54,2624.63,11092,SEMANAL,0
2908200,MG,SUDESTE, 0.54,2636.68,5113,MENSAL,0
2926004,BA,NORDESTE, 0.54,2645.61,4264,SEMANAL,40
2414506,CE,NORDESTE, 0.54,2646.05,55448,SEMANAL,2
3148400,PB,NORDESTE, 0.54,2679.49,2823,QUINZENAL,3
2908804,GO,CENTRO-OESTE, 0.54,2708.6,4838,,
2302602,MG,SUDESTE, 0.54,2719.65,3520,MENSAL,4
2510600,PE,NORDESTE, 0.54,2733.13,13971,SEMANAL,10
5212709,MG,SUDESTE, 0.54,2734.77,10024,QUINZENAL,0
3166105,MG,SUDESTE, 0.54,2735.87,14224,SEMANAL,2
2613404,BA,NORDESTE, 0.54,2737.79,27852,SEMANAL,4
3166204,PI,NORDESTE, 0.54,2742.52,10381,QUINZENAL,1
3127800,MA,NORDESTE, 0.54,2757.87,10280,SEMANAL,1
2908002,AM,NORTE, 0.54,2777.65,6563,SEMANAL,3
2205003,BA,NORDESTE, 0.54,2800.37,18967,SEMANAL,
2100808,AM,NORTE, 0.54,2838.63,73695,QUINZENAL,12
1300086,PB,NORDESTE, 0.54,2839.03,18231,SEMANAL,72
2918357,BA,NORDESTE, 0.54,2842.12,15344,SEMANAL,6
1302504,MG,SUDESTE, 0.54,2842.94,7916,MENSAL,0
2512309,MG,SUDESTE, 0.54,2853.96,4924,MENSAL,0
2904308,PE,NORDESTE, 0.54,2855.63,13462,MENSAL,1
3103702,PI,NORDESTE, 0.54,2862.68,7043,MENSAL,4
3157500,MG,SUDESTE, 0.54,2926.67,6241,QUINZENAL,10
2616001,MG,SUDESTE, 0.54,2954.78,5390,QUINZENAL,2
2204204,SE,NORDESTE, 0.54,2960.9,2630,QUINZENAL,
3125606,MG,SUDESTE, 0.54,2977.18,5015,,3
3155108,MG,SUDESTE, 0.54,3038.28,7085,QUINZENAL,8
2805000,MG,SUDESTE, 0.54,3044.77,3527,QUINZENAL,4
3161601,MG,SUDESTE, 0.54,3050.83,4716,MENSAL,8
3159100,MG,SUDESTE, 0.54,3051.32,4469,QUINZENAL,
3123809,MG,SUDESTE, 0.54,3071.26,17010,QUINZENAL,5
3102407,SE,NORDESTE, 0.54,3072.5,9762,QUINZENAL,3
3135076,TO,NORTE, 0.54,3115.05,2151,,4
3128253,PE,NORDESTE, 0.54,3147.4,29468,SEMANAL,
3150802,MG,SUDESTE, 0.54,3184.59,10751,QUINZENAL,16
2800407,MG,SUDESTE, 0.54,3190.75,9666,QUINZENAL,5
1715259,BA,NORDESTE, 0.54,3212.69,5170,,
2613602,PB,NORDESTE, 0.54,3373.16,4290,QUINZENAL,5
3132305,MG,SUDESTE, 0.54,3397.51,3647,MENSAL,0
3156601,MG,SUDESTE, 0.54,3425.52,6480,QUINZENAL,4
2910909,BA,NORDESTE, 0.54,3473.85,25746,SEMANAL,7
2503100,BA,NORDESTE, 0.54,3582.29,10020,SEMANAL,0
3136553,PB,NORDESTE, 0.54,3597.08,38772,SEMANAL,11
3122454,PB,NORDESTE, 0.54,3608.05,22311,SEMANAL,5
2914653,BA,NORDESTE, 0.54,3627.18,16923,QUINZENAL,7
2929404,PE,NORDESTE, 0.54,3642.11,7518,SEMANAL,2
2508901,PE,NORDESTE, 0.54,3660.9,4567,SEMANAL,15
2512903,MG,SUDESTE, 0.54,3730.64,6223,MENSAL,16
2916807,BA,NORDESTE, 0.54,3732.25,24139,SEMANAL,15
2615201,CE,NORDESTE, 0.54,3808.77,51696,QUINZENAL,1
2607109,PA,NORTE, 0.54,3870.85,15721,,
3146206,MG,SUDESTE, 0.54,39.03,3944,,
2928208,BA,NORDESTE, 0.54,3913.96,5593,SEMANAL,
2309706,BA,NORDESTE, 0.54,3925.04,8347,SEMANAL,8
1507805,PE,NORDESTE, 0.54,3971.98,49205,SEMANAL,30
2913309,BA,NORDESTE, 0.54,4476.26,7326,SEMANAL,0
2915700,PR,SUL, 0.54,5128.96,13639,SEMANAL,
2609402,RS,SUL, 0.54,5198.99,8846,SEMANAL,7
2920007,PA,NORTE, 0.54,5308.86,7124,SEMANAL,12
4123857,BA,NORDESTE, 0.54,5398.28,33260,SEMANAL,1
4315404,MG,SUDESTE, 0.54,5534.85,4319,QUINZENAL,1
1505551,PA,NORTE, 0.54,6033.91,7464,,
2927002,PE,NORDESTE, 0.54,6034.4,10825,SEMANAL,18
3153202,GO,CENTRO-OESTE, 0.54,6375.8,2681,MENSAL,0
1501758,CE,NORDESTE, 0.54,,69654,QUINZENAL,0
2609808,PB,NORDESTE, 0.54,,2789,QUINZENAL,6
5220702,BA,NORDESTE, 0.54,,16450,SEMANAL,20
2915502,MG,SUDESTE, 0.54,,13113,,3
3116506,CE,NORDESTE, 0.55,1394.83,29861,SEMANAL,7
2605103,MA,NORDESTE, 0.55,1450.24,51059,SEMANAL,19
2506004,CE,NORDESTE, 0.55,1451.75,27225,SEMANAL,0
2515104,AL,NORDESTE, 0.55,1497.24,20007,,
2302107,CE,NORDESTE, 0.55,15269.17,31500,SEMANAL,3
2102325,CE,NORDESTE, 0.55,1541.67,51948,SEMANAL,37
2312700,PA,NORTE, 0.55,1609.43,119152,SEMANAL,10
2707107,BA,NORDESTE, 0.55,1724.15,18412,SEMANAL,
2313302,PI,NORDESTE, 0.55,1746.43,14517,SEMANAL,1
1500107,PA,NORTE, 0.55,1846.01,93779,SEMANAL,7
2929255,MA,NORDESTE, 0.55,1850.52,129692,QUINZENAL,48
2200202,TO,NORTE, 0.55,1922.82,12964,SEMANAL,8
1501709,BA,NORDESTE, 0.55,1944.09,9067,SEMANAL,2
2112209,BA,NORDESTE, 0.55,1954.05,30934,,
1702554,PB,NORDESTE, 0.55,1956.09,11868,,6
2900108,TO,NORTE, 0.55,1978.55,26010,SEMANAL,0
2907806,PI,NORDESTE, 0.55,2032.07,60154,SEMANAL,0
2502805,PI,NORDESTE, 0.55,2036.21,14426,SEMANAL,0
1702208,PI,NORDESTE, 0.55,2043.26,4208,SEMANAL,0
2304285,RN,NORDESTE, 0.55,2054.3,29248,SEMANAL,6
2208403,BA,NORDESTE, 0.55,2081.8,12828,SEMANAL,
2204709,BA,NORDESTE, 0.55,2118.92,31633,SEMANAL,11
2201804,BA,NORDESTE, 0.55,2134.25,28861,SEMANAL,3
2405801,BA,NORDESTE, 0.55,2148.93,44213,SEMANAL,5
2912004,BA,NORDESTE, 0.55,2160.24,34494,SEMANAL,11
2926301,BA,NORDESTE, 0.55,2163.15,18047,QUINZENAL,
2912103,PE,NORDESTE, 0.55,2166.03,38109,SEMANAL,16
2925105,TO,NORTE, 0.55,2181.69,4335,SEMANAL,13
2921708,MG,SUDESTE, 0.55,2197.98,5040,QUINZENAL,2
2908705,BA,NORDESTE, 0.55,2215.5,20099,SEMANAL,3
2602605,RN,NORDESTE, 0.55,2252.59,7005,SEMANAL,1
1706001,RN,NORDESTE, 0.55,2267.89,8522,SEMANAL,0
3121001,TO,NORTE, 0.55,2270.61,6815,SEMANAL,11
2923407,AM,NORTE, 0.55,2284.12,29947,SEMANAL,1
2410306,AM,NORTE, 0.55,2287.24,17582,SEMANAL,1
2414803,TO,NORTE, 0.55,2293.77,4335,SEMANAL,1
1710508,BA,NORDESTE, 0.55,2306.47,26365,SEMANAL,
1303809,RN,NORDESTE, 0.55,2341.17,31294,SEMANAL,
1303569,CE,NORDESTE, 0.55,2355.8,29347,SEMANAL,8
1716307,MG,SUDESTE, 0.55,2357.36,13672,SEMANAL,5
2922508,RN,NORDESTE, 0.55,2375.83,20107,SEMANAL,4
2411205,TO,NORTE, 0.55,2447.75,4591,SEMANAL,23
2309300,MG,SUDESTE, 0.55,2457.27,4897,MENSAL,2
3171600,PB,NORDESTE, 0.55,2457.48,25207,SEMANAL,1
2411502,PA,NORTE, 0.55,2469.24,11378,SEMANAL,2
1716653,TO,NORTE, 0.55,2490.41,2189,SEMANAL,0
3118106,MG,SUDESTE, 0.55,2514.51,14905,,8
2506905,PB,NORDESTE, 0.55,2514.83,12061,SEMANAL,8
1506351,RN,NORDESTE, 0.55,2529.42,2528,SEMANAL,
1700251,PA,NORTE, 0.55,2530.3,7681,SEMANAL,4
3156007,MG,SUDESTE, 0.55,2533.43,9865,QUINZENAL,2
2516102,RN,NORDESTE, 0.55,2543.5,13822,SEMANAL,1
2415008,RN,NORDESTE, 0.55,2546.83,17319,,0
1503408,BA,NORDESTE, 0.55,2560.69,10891,SEMANAL,2
3136504,RN,NORDESTE, 0.55,2563.1,7543,SEMANAL,2
2412609,PE,NORDESTE, 0.55,2572.5,13148,SEMANAL,21
2406106,RN,NORDESTE, 0.55,2594.16,17661,SEMANAL,9
2926103,BA,NORDESTE, 0.55,2599.12,23908,SEMANAL,4
2413409,BA,NORDESTE, 0.55,2612.61,7860,SEMANAL,0
2608057,BA,NORDESTE, 0.55,2621.91,31055,SEMANAL,6
2404200,TO,NORTE, 0.55,2632.25,7269,SEMANAL,0
2906873,BA,NORDESTE, 0.55,2661.37,83206,QUINZENAL,
2910305,BA,NORDESTE, 0.55,2661.45,24727,SEMANAL,20
2905602,PB,NORDESTE, 0.55,2711.23,14872,SEMANAL,6
1707207,RN,NORDESTE, 0.55,2714.74,34912,SEMANAL,2
2930501,PB,NORDESTE, 0.55,2716.25,21123,SEMANAL,6
2919157,PE,NORDESTE, 0.55,2725.62,31257,SEMANAL,4
2511301,MG,SUDESTE, 0.55,2739.52,5847,SEMANAL,2
2412203,PE,NORDESTE, 0.55,2771.17,20036,SEMANAL,16
2507002,MG,SUDESTE, 0.55,2781.58,30978,QUINZENAL,30
2604205,SE,NORDESTE, 0.55,2799.48,5378,SEMANAL,0
3153103,PE,NORDESTE, 0.55,2864.39,56733,SEMANAL,10
2600302,MG,SUDESTE, 0.55,2865.52,3478,QUINZENAL,0
3124302,RN,NORDESTE, 0.55,2869.67,3234,QUINZENAL,
2801603,MG,SUDESTE, 0.55,2870.41,2767,QUINZENAL,3
2609907,MG,SUDESTE, 0.55,2877.42,3838,MENSAL,
3113107,BA,NORDESTE, 0.55,2884.19,11898,SEMANAL,2
2411809,MG,SUDESTE, 0.55,2895.6,6917,SEMANAL,29
3127354,MG,SUDESTE, 0.55,2900.52,4400,QUINZENAL,0
3112059,TO,NORTE, 0.55,2903.69,10273,SEMANAL,12
2906857,MG,SUDESTE, 0.55,2916.68,5107,QUINZENAL,2
3138906,MG,SUDESTE, 0.55,2938.21,6112,QUINZENAL,0
3162252,MG,SUDESTE, 0.55,2954.42,4488,QUINZENAL,0
1722081,PB,NORDESTE, 0.55,2960.15,4703,QUINZENAL,10
3108701,RN,NORDESTE, 0.55,2999.63,2377,MENSAL,0
3171907,TO,NORTE, 0.55,3011.92,3101,MENSAL,0
3126604,MA,NORDESTE, 0.55,3059.56,139756,QUINZENAL,27
2514008,MG,SUDESTE, 0.55,3065.05,3122,MENSAL,3
2411429,TO,NORTE, 0.55,3068.2,2360,SEMANAL,12
3158102,CE,NORDESTE, 0.55,3086.74,14951,QUINZENAL,0
2932606,PE,NORDESTE, 0.55,3129.06,37750,SEMANAL,2
1702703,PA,NORTE, 0.55,3148.33,7544,,
2103000,BA,NORDESTE, 0.55,3153.89,21803,SEMANAL,10
3144201,PE,NORDESTE, 0.55,3184.74,45138,SEMANAL,23
1717206,MG,SUDESTE, 0.55,3194.6,5643,MENSAL,0
2310852,MG,SUDESTE, 0.55,3240.26,4424,QUINZENAL,3
2602308,PB,NORDESTE, 0.55,3251.62,2051,SEMANAL,3
1505494,TO,NORTE, 0.55,3255.61,4725,,
2932309,PA,NORTE, 0.55,3257.59,29608,SEMANAL,5
2610608,AC,NORTE, 0.55,3289.72,29420,SEMANAL,
3166006,MG,SUDESTE, 0.55,33.07,5438,MENSAL,
3140100,TO,NORTE, 0.55,3336.57,2680,SEMANAL,11
2517100,MG,SUDESTE, 0.55,3395.93,7783,SEMANAL,0
1720655,MG,SUDESTE, 0.55,3488.68,23562,SEMANAL,3
1502954,BA,NORDESTE, 0.55,35.48,16076,SEMANAL,20
1200500,MG,SUDESTE, 0.55,3517.24,6081,MENSAL,0
1713957,PE,NORDESTE, 0.55,3525.22,23351,SEMANAL,1
3164209,MG,SUDESTE, 0.55,3545.51,7973,QUINZENAL,1
3126703,MG,SUDESTE, 0.55,3655.1,8750,MENSAL,0
3164100,BA,NORDESTE, 0.55,3745.84,11758,SEMANAL,20
2611309,PR,SUL, 0.55,3792.55,8288,SEMANAL,4
3154457,MG,SUDESTE, 0.55,3879.64,3901,QUINZENAL,
3135605,CE,NORDESTE, 0.55,3922.81,88135,QUINZENAL,10
2929057,MG,SUDESTE, 0.55,3944.6,8912,QUINZENAL,0
4109500,PA,NORTE, 0.55,3966.66,14042,,
3136801,SP,SUDESTE, 0.55,4085.48,3226,QUINZENAL,1
2307700,PE,NORDESTE, 0.55,43251.39,59281,SEMANAL,8
3148509,MG,SUDESTE, 0.55,4409.32,5378,BIMESTRAL,
1508050,CE,NORDESTE, 0.55,4491.83,61187,SEMANAL,7
3522158,GO,CENTRO-OESTE, 0.55,4732.53,5172,MENSAL,1
3157401,RN,NORDESTE, 0.55,4758.3,8201,TRIMESTRAL,0
2301109,SE,NORDESTE, 0.55,47965.38,7255,SEMANAL,0
5208301,MG,SUDESTE, 0.55,4797.43,25904,SEMANAL,
2412807,GO,CENTRO-OESTE, 0.55,5119.42,9636,QUINZENAL,17
3109402,PR,SUL, 0.55,5204.56,7121,SEMANAL,1
2607208,PA,NORTE, 0.55,5217.44,13106,SEMANAL,0
2805307,MT,CENTRO-OESTE, 0.55,5262.78,7682,,
5219803,SC,SUL, 0.55,5312.44,2857,SEMANAL,0
4113254,PI,NORDESTE, 0.55,5473.7,5722,QUINZENAL,
1501576,AP,NORTE, 0.55,5790.43,3562,SEMANAL,8
5101605,CE,NORDESTE, 0.55,5903.19,44070,SEMANAL,14
4205175,GO,CENTRO-OESTE, 0.55,6096.4,3717,QUINZENAL,0
2208908,MG,SUDESTE, 0.55,61.11,13658,QUINZENAL,1
1600238,MG,SUDESTE, 0.55,6115.41,6554,QUINZENAL,0
2309607,MA,NORDESTE, 0.55,6222.96,14870,,
3135506,PE,NORDESTE, 0.55,6514.88,36914,SEMANAL,14
5214903,PE,NORDESTE, 0.55,6618.81,19137,SEMANAL,5
3138104,PB,NORDESTE, 0.55,7029.16,115844,,5
2111607,MG,SUDESTE, 0.55,7665.43,3263,QUINZENAL,4
2612604,RN,NORDESTE, 0.55,8061.28,11401,SEMANAL,1
2608750,RN,NORDESTE, 0.55,8975.8,8249,SEMANAL,4
2513703,PR,SUL, 0.55,9151.69,4496,SEMANAL,2
3170479,MG,SUDESTE, 0.55,,8193,QUINZENAL,4
2409902,PB,NORDESTE, 0.55,,10026,SEMANAL,1
2404408,PE,NORDESTE, 0.55,,29969,SEMANAL,4
4115739,PB,NORDESTE, 0.55,,28166,,6
2905206,MG,SUDESTE, 0.56,3079,4392,MENSAL,2
3123106,SC,SUL, 0.56,4379,4098,SEMANAL,5
2917102,PE,NORDESTE, 0.56,4634,26741,SEMANAL,7
3165503,RS,SUL, 0.56,6479,2727,QUINZENAL,1
2302503,AL,NORDESTE, 0.56,9553,35866,SEMANAL,0
2207009,GO,CENTRO-OESTE, 0.56,10086.19,4492,SEMANAL,0
2108207,RS,SUL, 0.56,10457.59,2874,SEMANAL,2
2210003,CE,NORDESTE, 0.56,1633.77,38484,SEMANAL,8
2929008,PI,NORDESTE, 0.56,1898.74,33910,SEMANAL,8
1700400,MA,NORDESTE, 0.56,1914.18,39828,SEMANAL,14
5222302,PI,NORDESTE, 0.56,1916.91,17670,SEMANAL,1
4306072,BA,NORDESTE, 0.56,1966.15,13699,SEMANAL,10
1502905,TO,NORTE, 0.56,1977.44,8474,MENSAL,6
2205102,PI,NORDESTE, 0.56,2042.25,10347,SEMANAL,12
1718709,TO,NORTE, 0.56,2127.36,2269,SEMANAL,2
1302553,AM,NORTE, 0.56,2141.76,12711,,8
2923506,BA,NORDESTE, 0.56,2169.05,7518,SEMANAL,2
3140555,MG,SUDESTE, 0.56,2173.19,7085,QUINZENAL,3
2929909,BA,NORDESTE, 0.56,2177.02,39422,SEMANAL,7
2931103,BA,NORDESTE, 0.56,2248.82,7460,SEMANAL,4
1707702,TO,NORTE, 0.56,2285.97,8218,SEMANAL,0
2922730,BA,NORDESTE, 0.56,2289.79,7536,SEMANAL,20
2919405,BA,NORDESTE, 0.56,2296.26,12349,SEMANAL,35
2206506,PI,NORDESTE, 0.56,2300.99,6764,,
2916906,BA,NORDESTE, 0.56,2324.1,13585,SEMANAL,
2514909,PB,NORDESTE, 0.56,2324.42,8018,SEMANAL,28
2515500,PB,NORDESTE, 0.56,2326.24,12275,SEMANAL,4
2405603,RN,NORDESTE, 0.56,2331.27,11994,BIMESTRAL,10
2203404,PI,NORDESTE, 0.56,2339.39,5954,SEMANAL,15
3505401,SP,SUDESTE, 0.56,2358.34,8108,QUINZENAL,2
2504306,PB,NORDESTE, 0.56,2371.41,26641,SEMANAL,9
2917607,BA,NORDESTE, 0.56,2394.56,46621,SEMANAL,20
2508307,PB,NORDESTE, 0.56,2397.96,24154,QUINZENAL,8
5220686,GO,CENTRO-OESTE, 0.56,2400.66,6219,MENSAL,9
3155207,MG,SUDESTE, 0.56,2408.76,6942,QUINZENAL,0
2509701,PB,NORDESTE, 0.56,2469.58,27687,SEMANAL,7
2926608,BA,NORDESTE, 0.56,2470.93,46270,SEMANAL,
3107802,MG,SUDESTE, 0.56,2472.57,16173,SEMANAL,3
2707701,AL,NORDESTE, 0.56,2497.9,62510,SEMANAL,3
2603504,SE,NORDESTE, 0.56,25151.98,9352,QUINZENAL,27
3108602,PE,NORDESTE, 0.56,2521.5,15115,QUINZENAL,0
2906709,MG,SUDESTE, 0.56,2561.89,30266,SEMANAL,2
2513901,BA,NORDESTE, 0.56,2566.8,28516,SEMANAL,0
2801009,PB,NORDESTE, 0.56,2597.22,26225,QUINZENAL,9
3141009,SE,NORDESTE, 0.56,2650.24,15175,QUINZENAL,4
3116803,MG,SUDESTE, 0.56,2676.89,13185,,5
2615706,MG,SUDESTE, 0.56,2700.85,9369,MENSAL,3
3117504,PE,NORDESTE, 0.56,2739.93,15135,QUINZENAL,8
3113503,MG,SUDESTE, 0.56,2771.7,18637,SEMANAL,8
3163508,MG,SUDESTE, 0.56,2787.03,8967,SEMANAL,3
2610905,PA,NORTE, 0.56,28.98,26160,SEMANAL,1
3100906,MG,SUDESTE, 0.56,2814.6,6789,QUINZENAL,2
3132800,PE,NORDESTE, 0.56,2818.84,57721,SEMANAL,4
2306009,MG,SUDESTE, 0.56,2838.72,17845,QUINZENAL,11
1701101,MG,SUDESTE, 0.56,2843.61,2582,QUINZENAL,0
2615904,CE,NORDESTE, 0.56,2871.71,13155,SEMANAL,
1301852,TO,NORTE, 0.56,2912.51,3517,SEMANAL,15
3132503,PE,NORDESTE, 0.56,2916.37,7766,SEMANAL,2
2801504,AM,NORTE, 0.56,2916.73,32303,SEMANAL,8
2312502,MG,SUDESTE, 0.56,2973.72,29400,SEMANAL,4
2313609,CE,NORDESTE, 0.56,3010.61,27095,QUINZENAL,8
3106804,RN,NORDESTE, 0.56,3082.34,8006,SEMANAL,
2409704,TO,NORTE, 0.56,3090.23,5507,SEMANAL,5
1718865,CE,NORDESTE, 0.56,3129.6,64400,SEMANAL,
2308708,TO,NORTE, 0.56,3133.08,4877,SEMANAL,3
1703701,MG,SUDESTE, 0.56,3139.38,16747,QUINZENAL,170
3104700,SE,NORDESTE, 0.56,3140.81,26910,QUINZENAL,1
2804508,AL,NORDESTE, 0.56,3187.31,42995,QUINZENAL,4
2702405,SE,NORDESTE, 0.56,3230.07,15439,QUINZENAL,0
2806008,MG,SUDESTE, 0.56,3235.84,9474,QUINZENAL,8
3152303,SE,NORDESTE, 0.56,3254.16,83334,QUINZENAL,16
2803500,MG,SUDESTE, 0.56,3292.59,3170,MENSAL,1
3165560,PE,NORDESTE, 0.56,3293.01,41449,SEMANAL,
2611804,CE,NORDESTE, 0.56,34.27,8650,SEMANAL,1
3116159,MG,SUDESTE, 0.56,3429.07,7270,SEMANAL,6
3148707,MG,SUDESTE, 0.56,3446.71,23608,SEMANAL,
3121407,MG,SUDESTE, 0.56,3488.54,6807,QUINZENAL,0
3135050,MG,SUDESTE, 0.56,3530.88,27287,,16
2933000,BA,NORDESTE, 0.56,3558.24,19145,SEMANAL,
1200807,AC,NORTE, 0.56,3604.37,11418,SEMANAL,14
3125903,MG,SUDESTE, 0.56,3666.91,12331,SEMANAL,5
1200385,AC,NORTE, 0.56,3712.49,15172,SEMANAL,
1721257,TO,NORTE, 0.56,3761.49,1179,SEMANAL,
2311801,CE,NORDESTE, 0.56,3799.89,57320,SEMANAL,13
1100379,RO,NORTE, 0.56,3856.27,12708,SEMANAL,1
